task_id,plan_id,bucket_id,assignee_ids,title,description,status,priority,due_date,tags,checklist,comments,attachments
t148,p044,b206,,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints — Infrastructure Review Q3 2026 — Cost Optimization,Document the steps to run ML integration in the new environment.,done,3,2026-06-12,,[],[],[]
t149,p014,b065,,Coordinate with the security task force to audit the entire IAM policy surface across all AWS accounts and produce a prioritized remediation backlog based on least-privilege deviations — Backend Cleanup Sprint — Billing Service,Review the Kubernetes configuration across production and propose adjustments.,done,1,2026-05-28,,[],[],[]
t150,p025,b119,,Cleanup — Mobile App 2026 — Offline Sync,Provision Docker resources for the upcoming launch and verify capacity.,done,1,,,[],[],[]
t151,p024,b112,u104,Investigate and document the root cause of the intermittent 502 errors observed during the morning peak traffic window in the production payment gateway and propose a remediation plan covering load balancing strategy — Cloud Migration Q2 — Wave 3 — Data Plane,Investigate why PostgreSQL usage spiked last week and produce a write-up.,todo,1,2026-02-08,"design-system,react",[],[],[]
t152,p045,b213,u259,Migrate search index to v2.0 — Mobile App 2026 — Beta Tenant,Review the Redis configuration across production and propose adjustments.,todo,5,2026-01-31,,[],[],[]
t153,p050,b238,"u175,u008,u089",Update Spark cluster configuration — Backend Reliability Initiative — Payments Reliability,Document the steps to run Kubernetes integration in the new environment.,done,1,2026-08-25,,[],[],[]
t154,p001,b003,,Refactor — Infrastructure Review Q2 2026 — Production AWS,Coordinate with the ML team on Security migration.,done,5,2026-03-11,"infrastructure,monitoring",[],[],[]
t155,p014,b065,"u245,u251",Review payment service architecture — Backend Cleanup Sprint — Billing Service,Review the NLP configuration across production and propose adjustments.,todo,5,2026-05-22,"documentation,mobile",[],[],[]
t156,p048,b226,,Review job runner architecture — Cloud Migration Q2 — Wave 4 — Edge,Document the steps to run PostgreSQL integration in the new environment.,in progress,1,2026-05-24,,[],[],[]
t157,p036,b170,,Untitled — AI Platform R&D — Feature Store (2),Review the PostgreSQL configuration across production and propose adjustments.,todo,9,2026-07-13,,[],[],[]
t158,p050,b238,"u101,u031,u122",Migrate search index to v2.0 — Backend Reliability Initiative — Payments Reliability,Investigate why React usage spiked last week and produce a write-up.,done,1,2026-05-28,,[],[],[]
t159,p014,b068,,Untitled — Backend Cleanup Sprint — Billing Service,Review the Kubernetes configuration across production and propose adjustments.,in progress,9,2026-06-18,,[],[],[]
t160,p012,b055,,Audit CI pipeline security and policies — DevOps Modernization — ArgoCD Rollout,Provision Kubernetes resources for the upcoming launch and verify capacity.,done,9,2026-06-16,"infrastructure,security,monitoring",[],[],[]
t161,p028,b131,"u210,u150",Investigate search index timeouts — Security & Compliance 2026 — ISO 27001 Surveillance,Investigate why Redis usage spiked last week and produce a write-up.,done,9,2026-06-04,"qa,react",[],[],[]
t162,p014,b068,"u059,u017",Roll out cost report to staging — Backend Cleanup Sprint — Billing Service,Investigate why Terraform usage spiked last week and produce a write-up.,done,1,,,[],[],[]
t163,p010,b047,,Set up Kafka for data team — Infrastructure Review Q1 2026 — Production AWS,Investigate why TypeScript usage spiked last week and produce a write-up.,in progress,3,2026-07-21,,[],[],[]
t164,p012,b057,u250,Migrate payment service to v1.7 — DevOps Modernization — ArgoCD Rollout,Investigate why Kubernetes usage spiked last week and produce a write-up.,done,1,2026-08-14,"infrastructure,devops,cost",[],[],[]
t165,p046,b218,,Refactor — Cloud Migration Q1 — Wave 2 — Stateful,Coordinate with the data team on Terraform migration.,todo,9,2026-06-02,,[],[],[]
t166,p001,b001,,Review auth gateway architecture — Infrastructure Review Q2 2026 — Production AWS,Document the steps to run Terraform integration in the new environment.,todo,9,2026-07-17,"infrastructure,reliability",[],[],[]
t167,p040,b188,"u068,u217,u073",Investigate and document the root cause of the intermittent 502 errors observed during the morning peak traffic window in the production payment gateway and propose a remediation plan covering load balancing strategy — Product Roadmap Q4 — Workplace Suite,Provision ML resources for the upcoming launch and verify capacity.,todo,1,2026-06-15,,[],[],[]
t168,p019,b090,"u252,u160",Migrate event bus to v1.7 — Infrastructure Review Q4 2026 — Production AWS,Coordinate with the data team on Node.js migration.,done,5,2026-06-20,,[],[],[]
t169,p012,b059,,Roll out feature flag dashboard to production — DevOps Modernization — ArgoCD Rollout,Provision Node.js resources for the upcoming launch and verify capacity.,in progress,3,2026-06-11,,[],[],[]
t170,p049,b231,"u097,u229,u121",Investigate job runner latency spike,Document the steps to run ML integration in the new environment.,in progress,5,2026-06-23,,[],[],[]
t171,p045,b213,"u260,u239",Patch CVE in event bus — Mobile App 2026 — Beta Tenant,Review the AWS configuration across production and propose adjustments.,done,3,2026-04-07,,[],[],[]
t172,p034,b161,u031,Update monitoring stack configuration — Frontend Cleanup Sprint — Legacy Pages Sweep,Review the Security configuration across production and propose adjustments.,in progress,3,2026-06-29,,[],[],[]
t173,p035,b167,u246,Migrate auth gateway to v18 — AI Platform R&D — RAG Pipeline,Coordinate with the ML team on Monitoring migration.,done,9,2026-06-08,,[],[],[]
t174,p035,b165,,Set up PostgreSQL for platform team — AI Platform R&D — RAG Pipeline,Coordinate with the platform team on Airflow migration.,in progress,5,2026-07-18,,[],[],[]
t175,p022,b106,u091,Migrate search index to v15 — Product Roadmap Q1 — Workplace Suite,Review the Security configuration across production and propose adjustments.,done,1,2026-06-10,,[],[],[]
t176,p031,b146,,Investigate and document the root cause of the intermittent 502 errors observed during the morning peak traffic window in the production payment gateway and propose a remediation plan covering load balancing strategy — Platform Cleanup Sprint — Edge Services,Investigate why Airflow usage spiked last week and produce a write-up.,todo,3,2026-09-14,,[],[],[]
t177,p025,b121,u072,Roll out feature flag dashboard to production — Mobile App 2026 — Offline Sync,Provision Next.js resources for the upcoming launch and verify capacity.,in progress,5,2026-07-22,,[],[],[]
t178,p029,b136,u209,Review auth gateway architecture — Cloud Migration Q1 — Wave 1 — Stateless,Document the steps to run Spark integration in the new environment.,in progress,5,2026-04-06,"frontend,documentation,qa",[],[],[]
t179,p019,b090,"u018,u073",Set up monitoring stack for ML team — Infrastructure Review Q4 2026 — Production AWS,Document the steps to run Airflow integration in the new environment.,done,5,2026-05-28,,[],[],[]
t180,p020,b094,,Update Kafka configuration — Quarterly Engineering Sprint — Q2 Delivery,Coordinate with the backend team on TypeScript migration.,done,3,2026-07-23,"design-system,mobile,documentation",[],[],[]
t181,p003,b013,,Refactor — DevOps Standalone Project — Terraform Bootstrap,Review the Security configuration across production and propose adjustments.,in progress,3,2026-05-20,"infrastructure,monitoring,terraform",[],[],[]
t182,p030,b141,u245,Investigate nginx ingress latency spike — Infrastructure Review Q3 2026 — Staging GCP,Investigate why NLP usage spiked last week and produce a write-up.,todo,9,2026-06-04,"design-system,product,react",[],[],[]
t183,p016,b077,"u011,u087",Set up Redis for data team — Platform Cleanup Sprint — Core Services,Coordinate with the data team on NLP migration.,todo,9,2026-05-28,"design-system,product,mobile",[],[],[]
t184,p050,b238,"u014,u175,u089",Set up Redis for backend team — Backend Reliability Initiative — Payments Reliability,Investigate why Spark usage spiked last week and produce a write-up.,in progress,1,2026-06-25,,[],[],[]
t185,p007,b032,,Set up Kafka for backend team — Infrastructure Review Q3 2026 — Production AWS,Document the steps to run Terraform integration in the new environment.,done,5,2026-08-05,"infrastructure,infrastructure,reliability",[],[],[]
t186,p046,b218,"u047,u292",Set up Kafka for backend team — Cloud Migration Q1 — Wave 2 — Stateful,Coordinate with the backend team on AWS migration.,in progress,1,2026-06-04,,[],[],[]
t187,p024,b112,"u254,u294,u032",Review payment service architecture — Cloud Migration Q2 — Wave 3 — Data Plane,Review the Node.js configuration across production and propose adjustments.,todo,5,2026-08-09,,[],[],[]
t188,p001,b001,u007,Audit Kubernetes cluster security and policies — Infrastructure Review Q2 2026 — Production AWS,Investigate why PostgreSQL usage spiked last week and produce a write-up.,todo,1,2026-01-28,,[],[],[]
t189,p002,b008,,Bugfix — Frontend Modernization — Design System Migration,Document the steps to run PostgreSQL integration in the new environment.,in progress,5,2026-06-07,,[],[],[]
t190,p038,b182,,Roll out cost report to production — Infrastructure Review Q3 2026 — Kubernetes Posture,Document the steps to run Monitoring integration in the new environment.,done,3,,"infrastructure,reliability",[],[],[]
t191,p021,b100,"u265,u248,u119",Migrate search index to v18 — Mobile App 2026 — React Native Shell,Coordinate with the backend team on NLP migration.,in progress,5,2026-05-19,"product,react",[],[],[]
t192,p009,b044,"u165,u168,u260",Roll out cost report to production — Mobile Modernization — Core App,Coordinate with the ML team on Linux migration.,todo,3,2026-06-03,,[],[],[]
t193,p001,b003,,Cleanup — Infrastructure Review Q2 2026 — Production AWS,Document the steps to run React integration in the new environment.,in progress,1,2026-06-02,,[],[],[]
t194,p017,b078,"u228,u030,u116",Tests — Mobile App 2026 — Android Foundation,Coordinate with the platform team on AWS migration.,todo,5,,"infrastructure,review",[],[],[]
t195,p045,b213,u173,Docs — Mobile App 2026 — Beta Tenant,Provision Airflow resources for the upcoming launch and verify capacity.,done,5,2026-07-20,,[],[],[]
t196,p006,b025,,Investigate event bus latency spike — Orphan Plan — Backlog Triage,Coordinate with the ML team on React migration.,todo,3,2026-09-13,frontend,[],[],[]
t197,p034,b159,,Investigate and document the root cause of the intermittent 502 errors observed during the morning peak traffic window in the production payment gateway and propose a remediation plan covering load balancing strategy — Frontend Cleanup Sprint — Legacy Pages Sweep,Provision Docker resources for the upcoming launch and verify capacity.,done,1,2026-06-01,"infrastructure,terraform",[],[],[]
t198,p041,b196,"u085,u236,u221",Document payment service runbook — Platform Reliability Initiative — Database Tier (2),Investigate why Security usage spiked last week and produce a write-up.,in progress,5,2026-04-16,"infrastructure,devops,reliability",[],[],[]
t199,p043,b202,,Investigate payment service latency spike,Provision Redis resources for the upcoming launch and verify capacity.,done,5,2026-06-05,,[],[],[]
t200,p006,b029,,Roll out cost report to staging — Orphan Plan — Backlog Triage,Investigate why AWS usage spiked last week and produce a write-up.,in progress,5,2026-03-01,"infrastructure,cloud",[],[],[]
t201,p012,b055,"u149,u247",Review event bus architecture — DevOps Modernization — ArgoCD Rollout,Review the PostgreSQL configuration across production and propose adjustments.,done,5,2026-06-08,,[],[],[]
t202,p041,b194,"u069,u250",Update Redis configuration — Platform Reliability Initiative — Database Tier,Investigate why Monitoring usage spiked last week and produce a write-up.,todo,9,2026-07-08,,[],[],[]
t203,p011,b050,"u029,u200,u010",Audit Kubernetes cluster security and policies — Security & Compliance 2026 — SOC 2 Type II,Document the steps to run Terraform integration in the new environment.,done,3,,"infrastructure,terraform,reliability",[],[],[]
t204,p006,b025,,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints — Orphan Plan — Backlog Triage,Provision Node.js resources for the upcoming launch and verify capacity.,done,9,,,[],[],[]
t205,p034,b161,u129,Set up monitoring stack for backend team — Frontend Cleanup Sprint — Legacy Pages Sweep,Investigate why Node.js usage spiked last week and produce a write-up.,todo,9,2026-05-25,,[],[],[]
t206,p021,b100,,Logs — Mobile App 2026 — React Native Shell,Coordinate with the backend team on PostgreSQL migration.,todo,5,2026-05-21,,[],[],[]
t207,p049,b233,,Migrate search index to v2.0 — AI Platform R&D — MLOps Foundation,Document the steps to run React integration in the new environment.,todo,9,2026-08-05,,[],[],[]
t208,p002,b008,,Docs — Frontend Modernization — Design System Migration,Review the PostgreSQL configuration across production and propose adjustments.,todo,3,2026-07-10,,[],[],[]
t209,p037,b175,,Bugfix — Product Roadmap Q3 — Workplace Suite,Provision Redis resources for the upcoming launch and verify capacity.,todo,3,2026-09-10,"react,mobile",[],[],[]
t210,p046,b217,,Document auth gateway runbook — Cloud Migration Q1 — Wave 2 — Stateful,Document the steps to run Next.js integration in the new environment.,in progress,5,2026-06-27,"frontend,design-system,qa",[],[],[]
t211,p008,b035,,Docs — Quarterly Engineering Sprint — Q1 Delivery,Document the steps to run Docker integration in the new environment.,done,1,,"infrastructure,cost,review",[],[],[]
t212,p014,b065,,Audit CI pipeline security and policies — Backend Cleanup Sprint — Billing Service,Coordinate with the platform team on TypeScript migration.,todo,1,2026-06-14,,[],[],[]
t213,p047,b223,,Set up PostgreSQL for platform team — Mobile Reliability Initiative — Crash-Free Rate,Investigate why Next.js usage spiked last week and produce a write-up.,todo,5,2026-03-29,,[],[],[]
t214,p045,b213,"u260,u196,u297",Cleanup — Mobile App 2026 — Beta Tenant,Document the steps to run Redis integration in the new environment.,todo,1,2026-06-20,,[],[],[]
t215,p009,b044,"u117,u106",Document payment service runbook — Mobile Modernization — Core App,Document the steps to run Security integration in the new environment.,done,3,,"infrastructure,aws,kubernetes",[],[],[]
t216,p045,b213,,Update Spark cluster configuration — Mobile App 2026 — Beta Tenant,Coordinate with the data team on Airflow migration.,done,1,2026-07-15,,[],[],[]
t217,p034,b161,,Cleanup — Frontend Cleanup Sprint — Legacy Pages Sweep,Review the Security configuration across production and propose adjustments.,in progress,5,,"infrastructure,reliability,cost",[],[],[]
t218,p043,b204,u067,Update Spark cluster configuration — Platform Cleanup Sprint — Build Tooling,Coordinate with the ML team on PostgreSQL migration.,todo,1,,"product,react",[],[],[]
t219,p028,b134,"u264,u236,u093",Logs — Security & Compliance 2026 — ISO 27001 Surveillance,Coordinate with the ML team on NLP migration.,done,5,2026-08-17,"documentation,qa",[],[],[]
t220,p026,b122,u211,Set up Redis for platform team — Cloud Migration Q4 — Wave 5 — Cleanup,Coordinate with the backend team on Next.js migration.,in progress,5,2026-09-02,,[],[],[]
t221,p004,b019,"u012,u004",Roll out cost report to production — Backend Cleanup Sprint — Auth Service,Investigate why Monitoring usage spiked last week and produce a write-up.,in progress,3,2026-01-25,"infrastructure,cost",[],[],[]
t222,p041,b194,,Bugfix — Platform Reliability Initiative — Database Tier,Document the steps to run React integration in the new environment.,done,3,2026-06-26,,[],[],[]
t223,p039,b187,,Document auth gateway runbook — AI Platform R&D — Evaluation Harness,Investigate why ML usage spiked last week and produce a write-up.,done,5,,,[],[],[]
t224,p039,b184,u224,Docs — AI Platform R&D — Evaluation Harness,Provision Node.js resources for the upcoming launch and verify capacity.,done,1,2026-06-17,,[],[],[]
t225,p007,b030,"u020,u068,u075",Review job runner architecture — Infrastructure Review Q3 2026 — Production AWS,Provision AWS resources for the upcoming launch and verify capacity.,todo,1,2026-06-09,"infrastructure,review",[],[],[]
t226,p047,b221,,Investigate auth gateway cost regression — Mobile Reliability Initiative — Crash-Free Rate,Provision Docker resources for the upcoming launch and verify capacity.,todo,9,2026-07-20,"infrastructure,aws,terraform",[],[],[]
t227,p023,b111,,Document auth gateway runbook — Infrastructure Review Q4 2026 — DR Drill,Coordinate with the ML team on Linux migration.,done,1,2026-06-18,"infrastructure,monitoring,aws",[],[],[]
t228,p016,b075,,Cleanup — Platform Cleanup Sprint — Core Services,Provision Security resources for the upcoming launch and verify capacity.,todo,1,2026-06-02,,[],[],[]
t229,p038,b180,"u214,u147",Logs — Infrastructure Review Q3 2026 — Kubernetes Posture (2),Investigate why Spark usage spiked last week and produce a write-up.,in progress,3,2026-06-17,,[],[],[]
t230,p029,b136,,Review search index architecture — Cloud Migration Q1 — Wave 1 — Stateless,Investigate why Kafka usage spiked last week and produce a write-up.,in progress,9,2026-08-03,"frontend,product",[],[],[]
t231,p008,b037,,Refactor — Quarterly Engineering Sprint — Q1 Delivery,Document the steps to run Redis integration in the new environment.,done,3,2026-06-01,,[],[],[]
t232,p013,b060,u158,Coordinate with the security task force to audit the entire IAM policy surface across all AWS accounts and produce a prioritized remediation backlog based on least-privilege deviations — Infrastructure Review Q1 2026 — Network Audit,Investigate why Kafka usage spiked last week and produce a write-up.,in progress,3,2026-04-13,qa,[],[],[]
t233,p037,b175,,Logs — Product Roadmap Q3 — Workplace Suite,Document the steps to run Redis integration in the new environment.,done,3,2026-05-25,,[],[],[]
t234,p024,b112,"u032,u237",Review auth gateway architecture — Cloud Migration Q2 — Wave 3 — Data Plane,Coordinate with the platform team on Redis migration.,todo,9,2026-06-14,"design-system,frontend,product",[],[],[]
t235,p046,b219,u218,Bugfix — Cloud Migration Q1 — Wave 2 — Stateful (2),Review the TypeScript configuration across production and propose adjustments.,done,3,2026-05-22,"documentation,qa",[],[],[]
t236,p023,b109,,Refactor — Infrastructure Review Q4 2026 — DR Drill,Coordinate with the platform team on Linux migration.,todo,5,2026-07-23,,[],[],[]
t237,p018,b085,u001,Update Kafka configuration — AI Platform R&D — LLM Gateway,Coordinate with the platform team on React migration.,todo,9,2026-07-11,,[],[],[]
t238,p040,b190,u073,Set up PostgreSQL for platform team — Product Roadmap Q4 — Workplace Suite,Document the steps to run Next.js integration in the new environment.,todo,1,2026-06-03,,[],[],[]
t239,p015,b069,"u258,u139",Review payment service architecture — Mobile App 2026 — iOS Foundation,Provision Redis resources for the upcoming launch and verify capacity.,todo,3,2026-06-27,documentation,[],[],[]
t240,p021,b100,"u211,u119,u155",Set up PostgreSQL for ML team — Mobile App 2026 — React Native Shell,Investigate why Terraform usage spiked last week and produce a write-up.,in progress,1,2026-06-24,,[],[],[]
t241,p026,b122,"u265,u143",Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints — Cloud Migration Q4 — Wave 5 — Cleanup (2),Provision NLP resources for the upcoming launch and verify capacity.,todo,3,2026-09-16,,[],[],[]
t242,p032,b151,u038,Bugfix — Cloud Migration Q4 — Wave 6 — Cost Tuning,Coordinate with the backend team on Next.js migration.,todo,1,,"documentation,design-system",[],[],[]
t243,p021,b098,,Audit CI pipeline security and policies — Mobile App 2026 — React Native Shell,Review the Kubernetes configuration across production and propose adjustments.,done,1,,"infrastructure,terraform,infrastructure",[],[],[]
t244,p022,b103,u059,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints — Product Roadmap Q1 — Workplace Suite,Investigate why AWS usage spiked last week and produce a write-up.,in progress,1,2026-02-19,"infrastructure,reliability,cloud",[],[],[]
t245,p025,b119,"u195,u136,u055",Untitled — Mobile App 2026 — Offline Sync,Provision Node.js resources for the upcoming launch and verify capacity.,in progress,1,,,[],[],[]
t246,p016,b074,u077,Investigate search index cost regression — Platform Cleanup Sprint — Core Services,Review the Node.js configuration across production and propose adjustments.,in progress,5,,,[],[],[]
t247,p049,b231,,Audit CI pipeline security and policies — AI Platform R&D — MLOps Foundation,Provision Next.js resources for the upcoming launch and verify capacity.,todo,9,2026-03-07,qa,[],[],[]
t248,p021,b100,u111,Logs — Mobile App 2026 — React Native Shell (2),Document the steps to run Next.js integration in the new environment.,todo,5,2026-06-03,,[],[],[]
t249,p002,b008,,Migrate search index to v2.0 — Frontend Modernization — Design System Migration,Coordinate with the platform team on Kubernetes migration.,in progress,9,2026-05-28,"infrastructure,terraform,cost",[],[],[]
t250,p009,b040,,Audit Kubernetes cluster security and policies — Mobile Modernization — Core App (2),Review the AWS configuration across production and propose adjustments.,todo,1,2026-05-27,"infrastructure,cloud",[],[],[]
t251,p006,b027,,Docs — Orphan Plan — Backlog Triage,Document the steps to run Security integration in the new environment.,todo,1,2026-03-25,,[],[],[]
t252,p006,b027,,Set up Redis for backend team — Orphan Plan — Backlog Triage,Investigate why PostgreSQL usage spiked last week and produce a write-up.,in progress,9,2026-02-10,,[],[],[]
t253,p007,b030,,Review nginx ingress architecture — Infrastructure Review Q3 2026 — Production AWS,Investigate why Docker usage spiked last week and produce a write-up.,in progress,9,2026-09-03,"infrastructure,devops,cloud",[],[],[]
t254,p030,b143,u054,Update Kafka configuration — Infrastructure Review Q3 2026 — Staging GCP,Coordinate with the data team on Redis migration.,todo,3,2026-09-04,"react,mobile,product",[],[],[]
t255,p010,b047,u095,Logs — Infrastructure Review Q1 2026 — Production AWS,Review the Terraform configuration across production and propose adjustments.,in progress,5,2026-07-19,"infrastructure,monitoring,cost",[],[],[]
t256,p005,b020,"u014,u013",Review payment service architecture — AI Platform R&D — Vector Store,Document the steps to run PostgreSQL integration in the new environment.,todo,9,2026-06-18,,[],[],[]
t257,p031,b148,,Tests — Platform Cleanup Sprint — Edge Services,Review the Airflow configuration across production and propose adjustments.,done,9,2026-09-15,,[],[],[]
t258,p045,b213,,Migrate auth gateway to v15 — Mobile App 2026 — Beta Tenant,Coordinate with the backend team on Redis migration.,todo,1,2026-07-06,,[],[],[]
t259,p010,b045,"u281,u171",Review payment service architecture — Infrastructure Review Q1 2026 — Production AWS,Investigate why Airflow usage spiked last week and produce a write-up.,todo,9,2026-06-12,,[],[],[]
t260,p002,b006,,Audit API gateway security and policies — Frontend Modernization — Design System Migration,Coordinate with the data team on NLP migration.,done,3,2026-09-06,,[],[],[]
t261,p009,b043,"u118,u285,u200",Tests — Mobile Modernization — Core App,Review the Next.js configuration across production and propose adjustments.,done,9,2026-05-25,"react,product",[],[],[]
t262,p022,b105,,Migrate nginx ingress to v18 — Product Roadmap Q1 — Workplace Suite,Investigate why Next.js usage spiked last week and produce a write-up.,todo,3,2026-06-10,,[],[],[]
t263,p004,b019,"u004,u012",Bugfix — Backend Cleanup Sprint — Auth Service,Coordinate with the ML team on Node.js migration.,todo,1,2026-05-24,"design-system,mobile",[],[],[]
t264,p020,b095,u098,Migrate nginx ingress to v1.7 — Quarterly Engineering Sprint — Q2 Delivery,Investigate why TypeScript usage spiked last week and produce a write-up.,in progress,3,2026-05-27,,[],[],[]
t265,p046,b218,"u099,u255",Set up Spark cluster for ML team — Cloud Migration Q1 — Wave 2 — Stateful,Document the steps to run React integration in the new environment.,todo,5,2026-05-26,,[],[],[]
t266,p016,b074,"u114,u138",Review auth gateway architecture — Platform Cleanup Sprint — Core Services,Investigate why Redis usage spiked last week and produce a write-up.,done,3,2026-06-08,,[],[],[]
t267,p029,b138,u120,Docs — Cloud Migration Q1 — Wave 1 — Stateless (2),Document the steps to run Monitoring integration in the new environment.,done,1,2026-06-05,"infrastructure,terraform,infrastructure",[],[],[]
t268,p012,b059,"u107,u170,u053",Roll out cost report to production — DevOps Modernization — ArgoCD Rollout,Review the Redis configuration across production and propose adjustments.,done,3,2026-06-11,,[],[],[]
t269,p013,b060,,Audit Kubernetes cluster security and policies — Infrastructure Review Q1 2026 — Network Audit,Review the Docker configuration across production and propose adjustments.,in progress,5,2026-06-23,"infrastructure,terraform",[],[],[]
t270,p006,b029,,Roll out feature flag dashboard to production — Orphan Plan — Backlog Triage,Review the PostgreSQL configuration across production and propose adjustments.,done,1,2026-05-20,,[],[],[]
t271,p048,b230,u103,Document payment service runbook — Cloud Migration Q2 — Wave 4 — Edge,Document the steps to run Kubernetes integration in the new environment.,done,5,2026-07-09,,[],[],[]
t272,p023,b111,"u085,u047",Roll out cost report to staging — Infrastructure Review Q4 2026 — DR Drill,Coordinate with the backend team on PostgreSQL migration.,todo,1,2026-05-16,,[],[],[]
t273,p028,b135,,Document event bus runbook — Security & Compliance 2026 — ISO 27001 Surveillance,Review the React configuration across production and propose adjustments.,todo,3,2026-06-05,frontend,[],[],[]
t274,p004,b018,u012,Patch CVE in job runner — Backend Cleanup Sprint — Auth Service,Coordinate with the ML team on Monitoring migration.,todo,3,2026-06-07,"infrastructure,monitoring,cloud",[],[],[]
t275,p034,b161,"u182,u245",Set up Kafka for platform team — Frontend Cleanup Sprint — Legacy Pages Sweep,Coordinate with the ML team on AWS migration.,todo,3,2026-01-29,"infrastructure,aws,monitoring",[],[],[]
t276,p036,b169,,Review job runner architecture — AI Platform R&D — Feature Store,Review the Spark configuration across production and propose adjustments.,in progress,9,2026-06-02,"qa,product,mobile",[],[],[]
t277,p031,b147,"u067,u121",Set up Redis for data team — Platform Cleanup Sprint — Edge Services,Investigate why Kafka usage spiked last week and produce a write-up.,done,9,2026-05-21,,[],[],[]
t278,p031,b148,,Docs — Platform Cleanup Sprint — Edge Services,Provision AWS resources for the upcoming launch and verify capacity.,todo,5,2026-05-20,"infrastructure,infrastructure",[],[],[]
t279,p036,b173,,Roll out cost report to staging — AI Platform R&D — Feature Store,Investigate why Docker usage spiked last week and produce a write-up.,todo,5,2026-05-26,,[],[],[]
t280,p044,b210,,Document nginx ingress runbook — Infrastructure Review Q3 2026 — Cost Optimization,Document the steps to run Kubernetes integration in the new environment.,done,3,2026-06-14,"infrastructure,cloud,infrastructure",[],[],[]
t281,p016,b075,"u036,u030,u219",Patch CVE in job runner — Platform Cleanup Sprint — Core Services,Review the Next.js configuration across production and propose adjustments.,in progress,3,2026-05-26,product,[],[],[]
t282,p018,b085,"u008,u190",Migrate nginx ingress to v15 — AI Platform R&D — LLM Gateway,Review the Kubernetes configuration across production and propose adjustments.,todo,3,2026-07-01,"infrastructure,reliability",[],[],[]
t283,p003,b015,u010,Document payment service runbook — DevOps Standalone Project — Terraform Bootstrap,Review the TypeScript configuration across production and propose adjustments.,todo,3,2026-07-26,,[],[],[]
t284,p047,b223,,Cleanup — Mobile Reliability Initiative — Crash-Free Rate,Review the Next.js configuration across production and propose adjustments.,in progress,5,2026-09-08,,[],[],[]
t285,p033,b155,u016,Coordinate with the security task force to audit the entire IAM policy surface across all AWS accounts and produce a prioritized remediation backlog based on least-privilege deviations — Product Roadmap Q2 — Workplace Suite,Provision Docker resources for the upcoming launch and verify capacity.,todo,9,2026-07-12,"infrastructure,review",[],[],[]
t286,p005,b021,u013,Refactor — AI Platform R&D — Vector Store,Coordinate with the backend team on React migration.,todo,9,,"product,react",[],[],[]
t287,p045,b211,"u134,u096,u053",Coordinate with the security task force to audit the entire IAM policy surface across all AWS accounts and produce a prioritized remediation backlog based on least-privilege deviations — Mobile App 2026 — Beta Tenant,Coordinate with the data team on Security migration.,done,5,2026-05-31,,[],[],[]
t288,p044,b210,,Document search index runbook — Infrastructure Review Q3 2026 — Cost Optimization,Document the steps to run AWS integration in the new environment.,todo,1,2026-05-27,"infrastructure,terraform",[],[],[]
t289,p027,b128,"u219,u054",Bugfix — Mobile App 2026 — Atlas Tenant,Provision Next.js resources for the upcoming launch and verify capacity.,done,9,2026-03-12,,[],[],[]
t290,p028,b131,u178,Update monitoring stack configuration — Security & Compliance 2026 — ISO 27001 Surveillance,Document the steps to run Node.js integration in the new environment.,in progress,1,2026-03-02,frontend,[],[],[]
t291,p040,b191,"u266,u144",Patch CVE in job runner — Product Roadmap Q4 — Workplace Suite,Coordinate with the ML team on Kubernetes migration.,in progress,3,2026-06-09,"infrastructure,monitoring,reliability",[],[],[]
t292,p001,b003,,Docs — Infrastructure Review Q2 2026 — Production AWS,Document the steps to run Kafka integration in the new environment.,in progress,9,2026-07-10,"product,react",[],[],[]
t293,p017,b079,,Roll out cost report to canary — Mobile App 2026 — Android Foundation,Document the steps to run NLP integration in the new environment.,todo,3,2026-06-12,"qa,product,design-system",[],[],[]
t294,p010,b047,,Cleanup — Infrastructure Review Q1 2026 — Production AWS,Coordinate with the backend team on ML migration.,todo,1,2026-06-19,"react,frontend",[],[],[]
t295,p047,b223,,Set up Redis for platform team — Mobile Reliability Initiative — Crash-Free Rate,Document the steps to run Next.js integration in the new environment.,done,3,2026-05-27,,[],[],[]
t296,p004,b016,,Document job runner runbook — Backend Cleanup Sprint — Auth Service,Provision Kubernetes resources for the upcoming launch and verify capacity.,done,3,2026-07-31,"infrastructure,cost,review",[],[],[]
t297,p038,b178,,Investigate auth gateway latency spike — Infrastructure Review Q3 2026 — Kubernetes Posture,Review the Kafka configuration across production and propose adjustments.,todo,3,2026-05-26,,[],[],[]
t298,p039,b186,,Migrate job runner to v18 — AI Platform R&D — Evaluation Harness,Coordinate with the ML team on Spark migration.,in progress,5,2026-06-04,"frontend,mobile",[],[],[]
t299,p038,b178,,Review event bus architecture — Infrastructure Review Q3 2026 — Kubernetes Posture,Review the Airflow configuration across production and propose adjustments.,done,5,2026-06-08,mobile,[],[],[]
